"Year","Phrase","Frequency","Corpus"
1914,"זכויות אדם",1.54276087016569e-07,"heb_2019"
1915,"זכויות אדם",1.42648098793481e-07,"heb_2019"
1916,"זכויות אדם",1.92770591362595e-07,"heb_2019"
1917,"זכויות אדם",1.8745845612297e-07,"heb_2019"
1918,"זכויות אדם",1.8201384628063e-07,"heb_2019"
1919,"זכויות אדם",1.88058939849205e-07,"heb_2019"
1920,"זכויות אדם",8.8399076503265e-08,"heb_2019"
1921,"זכויות אדם",8.8399076503265e-08,"heb_2019"
1922,"זכויות אדם",8.8399076503265e-08,"heb_2019"
1923,"זכויות אדם",3.82765839341508e-08,"heb_2019"
1924,"זכויות אדם",2.2028631617234e-08,"heb_2019"
1925,"זכויות אדם",6.04509356857566e-09,"heb_2019"
1926,"זכויות אדם",4.79712818040363e-08,"heb_2019"
1927,"זכויות אדם",7.07112966275807e-08,"heb_2019"
1928,"זכויות אדם",7.07112966275807e-08,"heb_2019"
1929,"זכויות אדם",8.38676135523591e-08,"heb_2019"
1930,"זכויות אדם",8.38676135523591e-08,"heb_2019"
1931,"זכויות אדם",8.38676135523591e-08,"heb_2019"
1932,"זכויות אדם",1.38487163578053e-07,"heb_2019"
1933,"זכויות אדם",9.05158817740162e-08,"heb_2019"
1934,"זכויות אדם",7.91518490115907e-08,"heb_2019"
1935,"זכויות אדם",1.33257940555203e-07,"heb_2019"
1936,"זכויות אדם",1.66024118389682e-07,"heb_2019"
1937,"זכויות אדם",2.04246132641726e-07,"heb_2019"
1938,"זכויות אדם",2.18002397340505e-07,"heb_2019"
1939,"זכויות אדם",2.01517801810626e-07,"heb_2019"
1940,"זכויות אדם",2.28750237291868e-07,"heb_2019"
1941,"זכויות אדם",2.45197103002478e-07,"heb_2019"
1942,"זכויות אדם",2.23925483615923e-07,"heb_2019"
1943,"זכויות אדם",2.16431620815781e-07,"heb_2019"
1944,"זכויות אדם",1.85644733363688e-07,"heb_2019"
1945,"זכויות אדם",2.16859392411704e-07,"heb_2019"
1946,"זכויות אדם",2.05080778264184e-07,"heb_2019"
1947,"זכויות אדם",2.1979864379367e-07,"heb_2019"
1948,"זכויות אדם",2.43636487746406e-07,"heb_2019"
1949,"זכויות אדם",2.51058638513411e-07,"heb_2019"
1950,"זכויות אדם",2.54403187532099e-07,"heb_2019"
1951,"זכויות אדם",2.74175809928628e-07,"heb_2019"
1952,"זכויות אדם",2.46326178756005e-07,"heb_2019"
1953,"זכויות אדם",2.40962929102092e-07,"heb_2019"
1954,"זכויות אדם",2.45147904008393e-07,"heb_2019"
1955,"זכויות אדם",2.56857424980288e-07,"heb_2019"
1956,"זכויות אדם",2.34743144541686e-07,"heb_2019"
1957,"זכויות אדם",2.22074037635269e-07,"heb_2019"
1958,"זכויות אדם",2.72119572335734e-07,"heb_2019"
1959,"זכויות אדם",2.79717661604601e-07,"heb_2019"
1960,"זכויות אדם",2.69868101960518e-07,"heb_2019"
1961,"זכויות אדם",2.44256619501877e-07,"heb_2019"
1962,"זכויות אדם",2.02371838651873e-07,"heb_2019"
1963,"זכויות אדם",2.02953616833059e-07,"heb_2019"
1964,"זכויות אדם",2.12252091712019e-07,"heb_2019"
1965,"זכויות אדם",1.47699649590192e-07,"heb_2019"
1966,"זכויות אדם",1.39905490113636e-07,"heb_2019"
1967,"זכויות אדם",1.43364182747518e-07,"heb_2019"
1968,"זכויות אדם",1.71755413954803e-07,"heb_2019"
1969,"זכויות אדם",1.7795816376065e-07,"heb_2019"
1970,"זכויות אדם",1.70175858167048e-07,"heb_2019"
1971,"זכויות אדם",1.7375208878028e-07,"heb_2019"
1972,"זכויות אדם",2.10715220256524e-07,"heb_2019"
1973,"זכויות אדם",2.06659986393528e-07,"heb_2019"
1974,"זכויות אדם",2.20351401886936e-07,"heb_2019"
1975,"זכויות אדם",2.04479529689447e-07,"heb_2019"
1976,"זכויות אדם",2.1369207762031e-07,"heb_2019"
1977,"זכויות אדם",2.69084153054726e-07,"heb_2019"
1978,"זכויות אדם",2.80812192800438e-07,"heb_2019"
1979,"זכויות אדם",2.68336321036194e-07,"heb_2019"
1980,"זכויות אדם",3.13266344928057e-07,"heb_2019"
1981,"זכויות אדם",4.67465205084799e-07,"heb_2019"
1982,"זכויות אדם",4.81497847561384e-07,"heb_2019"
1983,"זכויות אדם",4.81099525424205e-07,"heb_2019"
1984,"זכויות אדם",4.88655753575326e-07,"heb_2019"
1985,"זכויות אדם",5.41506592201456e-07,"heb_2019"
1986,"זכויות אדם",6.34606984866488e-07,"heb_2019"
1987,"זכויות אדם",7.65098783566438e-07,"heb_2019"
1988,"זכויות אדם",7.49038942363508e-07,"heb_2019"
1989,"זכויות אדם",8.8356910055154e-07,"heb_2019"
1990,"זכויות אדם",1.0028083871865e-06,"heb_2019"
1991,"זכויות אדם",1.15108349518778e-06,"heb_2019"
1992,"זכויות אדם",1.19627408626652e-06,"heb_2019"
1993,"זכויות אדם",1.29835617761793e-06,"heb_2019"
1994,"זכויות אדם",1.337473674669e-06,"heb_2019"
1995,"זכויות אדם",1.46783291451616e-06,"heb_2019"
1996,"זכויות אדם",1.58596507000246e-06,"heb_2019"
1997,"זכויות אדם",1.61191378213386e-06,"heb_2019"
1998,"זכויות אדם",1.77402117580121e-06,"heb_2019"
1999,"זכויות אדם",2.07675171688087e-06,"heb_2019"
2000,"זכויות אדם",2.44428968341838e-06,"heb_2019"
2001,"זכויות אדם",2.82328460343706e-06,"heb_2019"
2002,"זכויות אדם",3.16693438305395e-06,"heb_2019"
2003,"זכויות אדם",3.69814084219148e-06,"heb_2019"
2004,"זכויות אדם",4.0781929523551e-06,"heb_2019"
2005,"זכויות אדם",4.15348134603326e-06,"heb_2019"
2006,"זכויות אדם",3.89707988038676e-06,"heb_2019"
2007,"זכויות אדם",3.65962357916162e-06,"heb_2019"
2008,"זכויות אדם",3.3460242840582e-06,"heb_2019"
2009,"זכויות אדם",4.1144773409282e-06,"heb_2019"
2010,"זכויות אדם",3.28353277317157e-06,"heb_2019"
2011,"זכויות אדם",2.90844030002648e-06,"heb_2019"
2012,"זכויות אדם",3.04147192764503e-06,"heb_2019"
2013,"זכויות אדם",2.84339460319773e-06,"heb_2019"
2014,"זכויות אדם",2.48094235238178e-06,"heb_2019"
2015,"זכויות אדם",2.22612501537307e-06,"heb_2019"
2016,"זכויות אדם",1.07563474622501e-06,"heb_2019"
2017,"זכויות אדם",1.25490720392918e-06,"heb_2019"
2018,"זכויות אדם",1.24457858419191e-06,"heb_2019"
2019,"זכויות אדם",5.18686107398025e-07,"heb_2019"
1800,"חופש",1.0243674864796e-05,"heb_2019"
1801,"חופש",1.04490515695943e-05,"heb_2019"
1802,"חופש",1.04597506075758e-05,"heb_2019"
1803,"חופש",9.95953087112866e-06,"heb_2019"
1804,"חופש",9.21294148221412e-06,"heb_2019"
1805,"חופש",8.62811033844732e-06,"heb_2019"
1806,"חופש",9.75867929550337e-06,"heb_2019"
1807,"חופש",9.73985811469902e-06,"heb_2019"
1808,"חופש",9.26263338182512e-06,"heb_2019"
1809,"חופש",8.68595176533355e-06,"heb_2019"
1810,"חופש",8.41289417102027e-06,"heb_2019"
1811,"חופש",7.97718761142668e-06,"heb_2019"
1812,"חופש",9.12999806652286e-06,"heb_2019"
1813,"חופש",9.39759531450233e-06,"heb_2019"
1814,"חופש",1.07045016842936e-05,"heb_2019"
1815,"חופש",1.01930167407513e-05,"heb_2019"
1816,"חופש",9.75175670906278e-06,"heb_2019"
1817,"חופש",1.01167017224465e-05,"heb_2019"
1818,"חופש",1.15975169592275e-05,"heb_2019"
1819,"חופש",9.90004601979828e-06,"heb_2019"
1820,"חופש",9.76828960119747e-06,"heb_2019"
1821,"חופש",8.54654600906153e-06,"heb_2019"
1822,"חופש",9.6143692514618e-06,"heb_2019"
1823,"חופש",1.13383563140295e-05,"heb_2019"
1824,"חופש",1.06620507592327e-05,"heb_2019"
1825,"חופש",1.02740664260637e-05,"heb_2019"
1826,"חופש",1.18824788647284e-05,"heb_2019"
1827,"חופש",1.12557975171512e-05,"heb_2019"
1828,"חופש",1.14703803189643e-05,"heb_2019"
1829,"חופש",1.06626684035811e-05,"heb_2019"
1830,"חופש",9.73444161900261e-06,"heb_2019"
1831,"חופש",1.03284710998456e-05,"heb_2019"
1832,"חופש",1.06404850807199e-05,"heb_2019"
1833,"חופש",1.01938632854269e-05,"heb_2019"
1834,"חופש",9.39205821331208e-06,"heb_2019"
1835,"חופש",9.60270023954633e-06,"heb_2019"
1836,"חופש",9.3974980310512e-06,"heb_2019"
1837,"חופש",8.69569963210129e-06,"heb_2019"
1838,"חופש",8.47515697647136e-06,"heb_2019"
1839,"חופש",7.20668042829077e-06,"heb_2019"
1840,"חופש",7.64645022042844e-06,"heb_2019"
1841,"חופש",7.38441375298342e-06,"heb_2019"
1842,"חופש",8.13362865821026e-06,"heb_2019"
1843,"חופש",8.69967802178248e-06,"heb_2019"
1844,"חופש",9.0168706654887e-06,"heb_2019"
1845,"חופש",9.60223932062425e-06,"heb_2019"
1846,"חופש",9.63641670231092e-06,"heb_2019"
1847,"חופש",8.3782195231054e-06,"heb_2019"
1848,"חופש",7.95666392150451e-06,"heb_2019"
1849,"חופש",7.21440457190121e-06,"heb_2019"
1850,"חופש",6.65334170792318e-06,"heb_2019"
1851,"חופש",6.74313358623684e-06,"heb_2019"
1852,"חופש",6.77921726881842e-06,"heb_2019"
1853,"חופש",7.24771695916258e-06,"heb_2019"
1854,"חופש",7.34238165023271e-06,"heb_2019"
1855,"חופש",7.50136307812811e-06,"heb_2019"
1856,"חופש",7.38755794113136e-06,"heb_2019"
1857,"חופש",8.03801049187314e-06,"heb_2019"
1858,"חופש",8.19317106756249e-06,"heb_2019"
1859,"חופש",7.67334118531185e-06,"heb_2019"
1860,"חופש",6.9542180166796e-06,"heb_2019"
1861,"חופש",7.27109707960543e-06,"heb_2019"
1862,"חופש",7.76247387485845e-06,"heb_2019"
1863,"חופש",8.07351612560784e-06,"heb_2019"
1864,"חופש",7.55100329895088e-06,"heb_2019"
1865,"חופש",7.11171216088197e-06,"heb_2019"
1866,"חופש",7.48078186266607e-06,"heb_2019"
1867,"חופש",7.81291516562175e-06,"heb_2019"
1868,"חופש",7.31377674258381e-06,"heb_2019"
1869,"חופש",6.72878494307432e-06,"heb_2019"
1870,"חופש",7.00875924459459e-06,"heb_2019"
1871,"חופש",7.11294887878466e-06,"heb_2019"
1872,"חופש",7.10206885352298e-06,"heb_2019"
1873,"חופש",7.60118408444604e-06,"heb_2019"
1874,"חופש",7.20674714622354e-06,"heb_2019"
1875,"חופש",7.36628784839663e-06,"heb_2019"
1876,"חופש",7.6182972017185e-06,"heb_2019"
1877,"חופש",6.75438955762989e-06,"heb_2019"
1878,"חופש",6.73714833153229e-06,"heb_2019"
1879,"חופש",7.06654743355882e-06,"heb_2019"
1880,"חופש",6.65983660448027e-06,"heb_2019"
1881,"חופש",6.5184809890135e-06,"heb_2019"
1882,"חופש",6.55177239293282e-06,"heb_2019"
1883,"חופש",6.21406979917083e-06,"heb_2019"
1884,"חופש",6.70243805091429e-06,"heb_2019"
1885,"חופש",6.52907192488783e-06,"heb_2019"
1886,"חופש",6.53963953871945e-06,"heb_2019"
1887,"חופש",5.77953733227332e-06,"heb_2019"
1888,"חופש",5.80080398192097e-06,"heb_2019"
1889,"חופש",5.70064958083094e-06,"heb_2019"
1890,"חופש",5.79202307043098e-06,"heb_2019"
1891,"חופש",5.66051409935296e-06,"heb_2019"
1892,"חופש",5.59561639030497e-06,"heb_2019"
1893,"חופש",6.20151156129266e-06,"heb_2019"
1894,"חופש",7.43339829309012e-06,"heb_2019"
1895,"חופש",8.32350029408449e-06,"heb_2019"
1896,"חופש",8.85443952418947e-06,"heb_2019"
1897,"חופש",8.84429541006934e-06,"heb_2019"
1898,"חופש",8.98760462015551e-06,"heb_2019"
1899,"חופש",9.05339499825329e-06,"heb_2019"
1900,"חופש",8.92466368895839e-06,"heb_2019"
1901,"חופש",8.15092809196878e-06,"heb_2019"
1902,"חופש",8.32986130002869e-06,"heb_2019"
1903,"חופש",8.39203994473792e-06,"heb_2019"
1904,"חופש",9.37408744253584e-06,"heb_2019"
1905,"חופש",9.66508819796478e-06,"heb_2019"
1906,"חופש",1.09653465187876e-05,"heb_2019"
1907,"חופש",1.08221043514537e-05,"heb_2019"
1908,"חופש",1.11371750140929e-05,"heb_2019"
1909,"חופש",1.03100055639516e-05,"heb_2019"
1910,"חופש",1.13608250882992e-05,"heb_2019"
1911,"חופש",1.07034590785458e-05,"heb_2019"
1912,"חופש",1.04856231441123e-05,"heb_2019"
1913,"חופש",1.05721824833641e-05,"heb_2019"
1914,"חופש",1.17510726340697e-05,"heb_2019"
1915,"חופש",1.51612952582322e-05,"heb_2019"
1916,"חופש",1.69644106011089e-05,"heb_2019"
1917,"חופש",1.66474709268576e-05,"heb_2019"
1918,"חופש",1.72135358817676e-05,"heb_2019"
1919,"חופש",1.82428853544739e-05,"heb_2019"
1920,"חופש",1.74239878885731e-05,"heb_2019"
1921,"חופש",1.67919943123707e-05,"heb_2019"
1922,"חופש",1.4513589251562e-05,"heb_2019"
1923,"חופש",1.4062995173195e-05,"heb_2019"
1924,"חופש",1.38350967193089e-05,"heb_2019"
1925,"חופש",1.56958527181164e-05,"heb_2019"
1926,"חופש",1.70943437426883e-05,"heb_2019"
1927,"חופש",1.93663783128224e-05,"heb_2019"
1928,"חופש",2.00980189869629e-05,"heb_2019"
1929,"חופש",1.93844070963678e-05,"heb_2019"
1930,"חופש",2.00395725187263e-05,"heb_2019"
1931,"חופש",2.26081704438132e-05,"heb_2019"
1932,"חופש",2.26637481059048e-05,"heb_2019"
1933,"חופש",2.21669719654268e-05,"heb_2019"
1934,"חופש",2.22899161599344e-05,"heb_2019"
1935,"חופש",2.30891569767014e-05,"heb_2019"
1936,"חופש",2.60267762704253e-05,"heb_2019"
1937,"חופש",2.84805846604286e-05,"heb_2019"
1938,"חופש",2.96929260262654e-05,"heb_2019"
1939,"חופש",3.19170896026273e-05,"heb_2019"
1940,"חופש",3.52932274836348e-05,"heb_2019"
1941,"חופש",3.65416765686989e-05,"heb_2019"
1942,"חופש",3.82378441697386e-05,"heb_2019"
1943,"חופש",3.82625715116904e-05,"heb_2019"
1944,"חופש",3.69781568484281e-05,"heb_2019"
1945,"חופש",3.59764742045497e-05,"heb_2019"
1946,"חופש",3.7214955487538e-05,"heb_2019"
1947,"חופש",3.8467757933956e-05,"heb_2019"
1948,"חופש",4.08993076104837e-05,"heb_2019"
1949,"חופש",4.37647429082842e-05,"heb_2019"
1950,"חופש",4.36473500095807e-05,"heb_2019"
1951,"חופש",4.47688086881369e-05,"heb_2019"
1952,"חופש",4.57642194565519e-05,"heb_2019"
1953,"חופש",4.37741629346939e-05,"heb_2019"
1954,"חופש",4.12052899524237e-05,"heb_2019"
1955,"חופש",3.90214216687517e-05,"heb_2019"
1956,"חופש",3.61642040453652e-05,"heb_2019"
1957,"חופש",3.6234636354493e-05,"heb_2019"
1958,"חופש",3.61295658097203e-05,"heb_2019"
1959,"חופש",3.70473291176105e-05,"heb_2019"
1960,"חופש",3.77742253476754e-05,"heb_2019"
1961,"חופש",3.83940496249124e-05,"heb_2019"
1962,"חופש",3.77465668342276e-05,"heb_2019"
1963,"חופש",3.74576406362134e-05,"heb_2019"
1964,"חופש",3.75979533211129e-05,"heb_2019"
1965,"חופש",3.76471159272894e-05,"heb_2019"
1966,"חופש",3.71473465098201e-05,"heb_2019"
1967,"חופש",3.56821115669196e-05,"heb_2019"
1968,"חופש",3.58333963959012e-05,"heb_2019"
1969,"חופש",3.71751089655196e-05,"heb_2019"
1970,"חופש",3.83712171502079e-05,"heb_2019"
1971,"חופש",3.86420412853892e-05,"heb_2019"
1972,"חופש",3.89789622983829e-05,"heb_2019"
1973,"חופש",3.85481455720895e-05,"heb_2019"
1974,"חופש",3.99785437496446e-05,"heb_2019"
1975,"חופש",4.01478750323544e-05,"heb_2019"
1976,"חופש",3.98599331674632e-05,"heb_2019"
1977,"חופש",3.91875510104001e-05,"heb_2019"
1978,"חופש",4.07230171341715e-05,"heb_2019"
1979,"חופש",4.09864499358394e-05,"heb_2019"
1980,"חופש",3.96971273793107e-05,"heb_2019"
1981,"חופש",3.86421488656197e-05,"heb_2019"
1982,"חופש",3.82382318743372e-05,"heb_2019"
1983,"חופש",3.7949325945062e-05,"heb_2019"
1984,"חופש",3.88783212526635e-05,"heb_2019"
1985,"חופש",3.77322529467555e-05,"heb_2019"
1986,"חופש",3.81124653878422e-05,"heb_2019"
1987,"חופש",3.92618780356965e-05,"heb_2019"
1988,"חופש",4.0787139628914e-05,"heb_2019"
1989,"חופש",4.07019521974559e-05,"heb_2019"
1990,"חופש",4.04050068547284e-05,"heb_2019"
1991,"חופש",4.15156511215693e-05,"heb_2019"
1992,"חופש",4.15360929244863e-05,"heb_2019"
1993,"חופש",4.16350688153346e-05,"heb_2019"
1994,"חופש",4.14330331425715e-05,"heb_2019"
1995,"חופש",4.16032245474136e-05,"heb_2019"
1996,"חופש",4.12539401232997e-05,"heb_2019"
1997,"חופש",4.17580569254434e-05,"heb_2019"
1998,"חופש",3.94167483526482e-05,"heb_2019"
1999,"חופש",4.0246996442355e-05,"heb_2019"
2000,"חופש",4.08279213713415e-05,"heb_2019"
2001,"חופש",4.15828393930237e-05,"heb_2019"
2002,"חופש",4.22330662591516e-05,"heb_2019"
2003,"חופש",4.47476689130001e-05,"heb_2019"
2004,"חופש",4.66833267377556e-05,"heb_2019"
2005,"חופש",4.90724534237026e-05,"heb_2019"
2006,"חופש",4.88839234874052e-05,"heb_2019"
2007,"חופש",4.78996776759491e-05,"heb_2019"
2008,"חופש",4.69278540029856e-05,"heb_2019"
2009,"חופש",4.61718632972666e-05,"heb_2019"
2010,"חופש",4.00833042866517e-05,"heb_2019"
2011,"חופש",3.34926919224797e-05,"heb_2019"
2012,"חופש",3.45909493911937e-05,"heb_2019"
2013,"חופש",3.07931354655011e-05,"heb_2019"
2014,"חופש",2.6752787107398e-05,"heb_2019"
2015,"חופש",2.65891134014445e-05,"heb_2019"
2016,"חופש",2.45019163490464e-05,"heb_2019"
2017,"חופש",2.66433161565753e-05,"heb_2019"
2018,"חופש",3.07787471683696e-05,"heb_2019"
2019,"חופש",2.34821409321739e-05,"heb_2019"
1800,"זכויות",0,"heb_2019"
1801,"זכויות",0,"heb_2019"
1802,"זכויות",0,"heb_2019"
1803,"זכויות",0,"heb_2019"
1804,"זכויות",0,"heb_2019"
1805,"זכויות",0,"heb_2019"
1806,"זכויות",7.477360343598e-08,"heb_2019"
1807,"זכויות",1.4837045065568e-07,"heb_2019"
1808,"זכויות",1.4837045065568e-07,"heb_2019"
1809,"זכויות",1.4837045065568e-07,"heb_2019"
1810,"זכויות",1.4837045065568e-07,"heb_2019"
1811,"זכויות",1.4837045065568e-07,"heb_2019"
1812,"זכויות",1.4837045065568e-07,"heb_2019"
1813,"זכויות",7.35968472197003e-08,"heb_2019"
1814,"זכויות",0,"heb_2019"
1815,"זכויות",0,"heb_2019"
1816,"זכויות",0,"heb_2019"
1817,"זכויות",1.27755031696454e-07,"heb_2019"
1818,"זכויות",1.27755031696454e-07,"heb_2019"
1819,"זכויות",5.45517293306018e-07,"heb_2019"
1820,"זכויות",5.45517293306018e-07,"heb_2019"
1821,"זכויות",6.50866062252524e-07,"heb_2019"
1822,"זכויות",6.50866062252524e-07,"heb_2019"
1823,"זכויות",7.10540051938681e-07,"heb_2019"
1824,"זכויות",5.82785020242227e-07,"heb_2019"
1825,"זכויות",5.82785020242227e-07,"heb_2019"
1826,"זכויות",2.88677552719361e-07,"heb_2019"
1827,"זכויות",3.48164283942814e-07,"heb_2019"
1828,"זכויות",3.77602175051704e-07,"heb_2019"
1829,"זכויות",3.77602175051704e-07,"heb_2019"
1830,"זכויות",3.17928185365547e-07,"heb_2019"
1831,"זכויות",3.48341570445752e-07,"heb_2019"
1832,"זכויות",3.48341570445752e-07,"heb_2019"
1833,"זכויות",3.83870404415835e-07,"heb_2019"
1834,"זכויות",3.24383673192382e-07,"heb_2019"
1835,"זכויות",2.26929119305299e-07,"heb_2019"
1836,"זכויות",2.26929119305299e-07,"heb_2019"
1837,"זכויות",2.55824744499478e-07,"heb_2019"
1838,"זכויות",2.25411359419273e-07,"heb_2019"
1839,"זכויות",2.25411359419273e-07,"heb_2019"
1840,"זכויות",1.24429939367993e-07,"heb_2019"
1841,"זכויות",1.62335526608461e-07,"heb_2019"
1842,"זכויות",2.35950177998997e-07,"heb_2019"
1843,"זכויות",2.35950177998997e-07,"heb_2019"
1844,"זכויות",2.36891391328494e-07,"heb_2019"
1845,"זכויות",2.91630101401097e-07,"heb_2019"
1846,"זכויות",3.15567794879306e-07,"heb_2019"
1847,"זכויות",2.57365586873805e-07,"heb_2019"
1848,"זכויות",2.19459999633338e-07,"heb_2019"
1849,"זכויות",1.08513242074488e-07,"heb_2019"
1850,"זכויות",1.3689931474151e-07,"heb_2019"
1851,"זכויות",1.27581163919136e-07,"heb_2019"
1852,"זכויות",7.28424538465333e-08,"heb_2019"
1853,"זכויות",1.06331806851553e-07,"heb_2019"
1854,"זכויות",1.56246825002069e-07,"heb_2019"
1855,"זכויות",1.64906165675153e-07,"heb_2019"
1856,"זכויות",1.98710930630698e-07,"heb_2019"
1857,"זכויות",1.78445091084508e-07,"heb_2019"
1858,"זכויות",2.02928676275503e-07,"heb_2019"
1859,"זכויות",2.02928676275503e-07,"heb_2019"
1860,"זכויות",1.67766598074032e-07,"heb_2019"
1861,"זכויות",1.34389673231031e-07,"heb_2019"
1862,"זכויות",1.25730332557948e-07,"heb_2019"
1863,"זכויות",1.67123052412827e-07,"heb_2019"
1864,"זכויות",1.75186928329042e-07,"heb_2019"
1865,"זכויות",1.58215314627341e-07,"heb_2019"
1866,"זכויות",2.01449493277193e-07,"heb_2019"
1867,"זכויות",1.94967173326534e-07,"heb_2019"
1868,"זכויות",2.3011788081411e-07,"heb_2019"
1869,"זכויות",2.49166134835832e-07,"heb_2019"
1870,"זכויות",1.94484873158477e-07,"heb_2019"
1871,"זכויות",2.16894920056023e-07,"heb_2019"
1872,"זכויות",2.62780665544986e-07,"heb_2019"
1873,"זכויות",7.33329398729308e-07,"heb_2019"
1874,"זכויות",7.53626648832194e-07,"heb_2019"
1875,"זכויות",7.01937848037103e-07,"heb_2019"
1876,"זכויות",7.0748454155429e-07,"heb_2019"
1877,"זכויות",6.8696831842122e-07,"heb_2019"
1878,"זכויות",6.67044034230457e-07,"heb_2019"
1879,"זכויות",6.7153420957311e-07,"heb_2019"
1880,"זכויות",2.21101680202602e-07,"heb_2019"
1881,"זכויות",1.85021781768618e-07,"heb_2019"
1882,"זכויות",1.85021781768618e-07,"heb_2019"
1883,"זכויות",1.75220136051329e-07,"heb_2019"
1884,"זכויות",2.24170732516476e-07,"heb_2019"
1885,"זכויות",2.71208836214295e-07,"heb_2019"
1886,"זכויות",2.3399638138244e-07,"heb_2019"
1887,"זכויות",1.83116070624172e-07,"heb_2019"
1888,"זכויות",2.42793300385204e-07,"heb_2019"
1889,"זכויות",3.703941077658e-07,"heb_2019"
1890,"זכויות",3.97555934585268e-07,"heb_2019"
1891,"זכויות",4.21954331792611e-07,"heb_2019"
1892,"זכויות",6.35351213418289e-07,"heb_2019"
1893,"זכויות",6.31616974341601e-07,"heb_2019"
1894,"זכויות",8.45166048130912e-07,"heb_2019"
1895,"זכויות",8.75556525313316e-07,"heb_2019"
1896,"זכויות",8.93257793320247e-07,"heb_2019"
1897,"זכויות",1.21007204662809e-06,"heb_2019"
1898,"זכויות",1.17448349458625e-06,"heb_2019"
1899,"זכויות",9.392380531738e-07,"heb_2019"
1900,"זכויות",9.79061090739768e-07,"heb_2019"
1901,"זכויות",8.12470497229307e-07,"heb_2019"
1902,"זכויות",8.09683919149913e-07,"heb_2019"
1903,"זכויות",7.41547605035261e-07,"heb_2019"
1904,"זכויות",5.76635459635457e-07,"heb_2019"
1905,"זכויות",3.84598718840477e-06,"heb_2019"
1906,"זכויות",5.91454472344464e-06,"heb_2019"
1907,"זכויות",6.77433406995728e-06,"heb_2019"
1908,"זכויות",6.81156793039658e-06,"heb_2019"
1909,"זכויות",6.89475024273634e-06,"heb_2019"
1910,"זכויות",8.85574079997501e-06,"heb_2019"
1911,"זכויות",9.17355040590857e-06,"heb_2019"
1912,"זכויות",6.19065370496433e-06,"heb_2019"
1913,"זכויות",7.9267919090853e-06,"heb_2019"
1914,"זכויות",8.87226959938354e-06,"heb_2019"
1915,"זכויות",1.1925857506867e-05,"heb_2019"
1916,"זכויות",1.64895582526827e-05,"heb_2019"
1917,"זכויות",1.65019389442023e-05,"heb_2019"
1918,"זכויות",1.75821293656294e-05,"heb_2019"
1919,"זכויות",1.85831510991972e-05,"heb_2019"
1920,"זכויות",1.93863760224693e-05,"heb_2019"
1921,"זכויות",2.05276711702546e-05,"heb_2019"
1922,"זכויות",2.08277064562675e-05,"heb_2019"
1923,"זכויות",1.76565721890906e-05,"heb_2019"
1924,"זכויות",1.70161990484173e-05,"heb_2019"
1925,"זכויות",1.83281712712155e-05,"heb_2019"
1926,"זכויות",2.05260062752391e-05,"heb_2019"
1927,"זכויות",2.14520896406611e-05,"heb_2019"
1928,"זכויות",2.14283697589833e-05,"heb_2019"
1929,"זכויות",1.95231599978537e-05,"heb_2019"
1930,"זכויות",2.40863154041498e-05,"heb_2019"
1931,"זכויות",2.90698805786503e-05,"heb_2019"
1932,"זכויות",3.19911770410337e-05,"heb_2019"
1933,"זכויות",3.49432185820271e-05,"heb_2019"
1934,"זכויות",3.68936128195076e-05,"heb_2019"
1935,"זכויות",4.05287451680384e-05,"heb_2019"
1936,"זכויות",4.38820149741202e-05,"heb_2019"
1937,"זכויות",4.31829570775985e-05,"heb_2019"
1938,"זכויות",5.1123636824611e-05,"heb_2019"
1939,"זכויות",5.4747403087926e-05,"heb_2019"
1940,"זכויות",5.91541689313349e-05,"heb_2019"
1941,"זכויות",5.92917853542271e-05,"heb_2019"
1942,"זכויות",6.26905992768505e-05,"heb_2019"
1943,"זכויות",6.72518186287821e-05,"heb_2019"
1944,"זכויות",6.86501064462521e-05,"heb_2019"
1945,"זכויות",6.46388918020031e-05,"heb_2019"
1946,"זכויות",6.78658392903994e-05,"heb_2019"
1947,"זכויות",6.609362078182e-05,"heb_2019"
1948,"זכויות",6.7864159583613e-05,"heb_2019"
1949,"זכויות",7.3309522641856e-05,"heb_2019"
1950,"זכויות",7.12535890800479e-05,"heb_2019"
1951,"זכויות",7.33990907195091e-05,"heb_2019"
1952,"זכויות",7.08559153801096e-05,"heb_2019"
1953,"זכויות",6.51870915524861e-05,"heb_2019"
1954,"זכויות",6.66674173511897e-05,"heb_2019"
1955,"זכויות",6.67138701828662e-05,"heb_2019"
1956,"זכויות",5.76027003782136e-05,"heb_2019"
1957,"זכויות",5.7960553801552e-05,"heb_2019"
1958,"זכויות",5.77302624671055e-05,"heb_2019"
1959,"זכויות",5.88151633564848e-05,"heb_2019"
1960,"זכויות",6.03396017270695e-05,"heb_2019"
1961,"זכויות",5.82368666073307e-05,"heb_2019"
1962,"זכויות",5.61433475273329e-05,"heb_2019"
1963,"זכויות",5.74396560425937e-05,"heb_2019"
1964,"זכויות",5.74189439898224e-05,"heb_2019"
1965,"זכויות",5.51208904653322e-05,"heb_2019"
1966,"זכויות",5.79047726725029e-05,"heb_2019"
1967,"זכויות",5.64352703804616e-05,"heb_2019"
1968,"זכויות",5.81648798418298e-05,"heb_2019"
1969,"זכויות",6.2600068174236e-05,"heb_2019"
1970,"זכויות",6.55440084561373e-05,"heb_2019"
1971,"זכויות",6.73730417994583e-05,"heb_2019"
