"Year","Phrase","Frequency","Corpus"
1830,"(derechos humanos + derecho humano)",3.46295213203364e-07,"spa_2019"
1831,"(derechos humanos + derecho humano)",3.91696623834394e-07,"spa_2019"
1832,"(derechos humanos + derecho humano)",4.09538712402886e-07,"spa_2019"
1833,"(derechos humanos + derecho humano)",2.92757753404617e-07,"spa_2019"
1834,"(derechos humanos + derecho humano)",2.85230385469301e-07,"spa_2019"
1835,"(derechos humanos + derecho humano)",3.2063958180625e-07,"spa_2019"
1836,"(derechos humanos + derecho humano)",3.39626814417824e-07,"spa_2019"
1837,"(derechos humanos + derecho humano)",3.2011097303045e-07,"spa_2019"
1838,"(derechos humanos + derecho humano)",3.17637745820118e-07,"spa_2019"
1839,"(derechos humanos + derecho humano)",3.20817296791834e-07,"spa_2019"
1840,"(derechos humanos + derecho humano)",3.05178677503396e-07,"spa_2019"
1841,"(derechos humanos + derecho humano)",3.04211457294709e-07,"spa_2019"
1842,"(derechos humanos + derecho humano)",3.03718340255443e-07,"spa_2019"
1843,"(derechos humanos + derecho humano)",3.24834776093447e-07,"spa_2019"
1844,"(derechos humanos + derecho humano)",3.84168286642656e-07,"spa_2019"
1845,"(derechos humanos + derecho humano)",3.47827691093983e-07,"spa_2019"
1846,"(derechos humanos + derecho humano)",3.73047689627981e-07,"spa_2019"
1847,"(derechos humanos + derecho humano)",3.71673292270153e-07,"spa_2019"
1848,"(derechos humanos + derecho humano)",3.91146215353696e-07,"spa_2019"
1849,"(derechos humanos + derecho humano)",4.38934017894204e-07,"spa_2019"
1850,"(derechos humanos + derecho humano)",4.21596476713708e-07,"spa_2019"
1851,"(derechos humanos + derecho humano)",4.00501527941799e-07,"spa_2019"
1852,"(derechos humanos + derecho humano)",3.98605788249589e-07,"spa_2019"
1853,"(derechos humanos + derecho humano)",4.17593917160072e-07,"spa_2019"
1854,"(derechos humanos + derecho humano)",4.60128992431562e-07,"spa_2019"
1855,"(derechos humanos + derecho humano)",4.81010222383052e-07,"spa_2019"
1856,"(derechos humanos + derecho humano)",4.58344372487675e-07,"spa_2019"
1857,"(derechos humanos + derecho humano)",8.19994377414852e-07,"spa_2019"
1858,"(derechos humanos + derecho humano)",7.99228939030172e-07,"spa_2019"
1859,"(derechos humanos + derecho humano)",8.31531215439441e-07,"spa_2019"
1860,"(derechos humanos + derecho humano)",7.89708815166331e-07,"spa_2019"
1861,"(derechos humanos + derecho humano)",7.6339726844716e-07,"spa_2019"
1862,"(derechos humanos + derecho humano)",7.92131523295682e-07,"spa_2019"
1863,"(derechos humanos + derecho humano)",8.10719123326261e-07,"spa_2019"
1864,"(derechos humanos + derecho humano)",4.58472472431026e-07,"spa_2019"
1865,"(derechos humanos + derecho humano)",4.86114961617545e-07,"spa_2019"
1866,"(derechos humanos + derecho humano)",4.87446923459954e-07,"spa_2019"
1867,"(derechos humanos + derecho humano)",5.80783461958033e-07,"spa_2019"
1868,"(derechos humanos + derecho humano)",6.50464985239653e-07,"spa_2019"
1869,"(derechos humanos + derecho humano)",6.35303477127179e-07,"spa_2019"
1870,"(derechos humanos + derecho humano)",6.92409804920706e-07,"spa_2019"
1871,"(derechos humanos + derecho humano)",8.17015711212272e-07,"spa_2019"
1872,"(derechos humanos + derecho humano)",8.63201354458657e-07,"spa_2019"
1873,"(derechos humanos + derecho humano)",8.91359377419576e-07,"spa_2019"
1874,"(derechos humanos + derecho humano)",8.21648921852816e-07,"spa_2019"
1875,"(derechos humanos + derecho humano)",7.67471829833864e-07,"spa_2019"
1876,"(derechos humanos + derecho humano)",8.92158687244254e-07,"spa_2019"
1877,"(derechos humanos + derecho humano)",8.31295890537019e-07,"spa_2019"
1878,"(derechos humanos + derecho humano)",6.93937193675863e-07,"spa_2019"
1879,"(derechos humanos + derecho humano)",6.1487490451587e-07,"spa_2019"
1880,"(derechos humanos + derecho humano)",5.87718880800432e-07,"spa_2019"
1881,"(derechos humanos + derecho humano)",5.7953330769221e-07,"spa_2019"
1882,"(derechos humanos + derecho humano)",5.59690791744418e-07,"spa_2019"
1883,"(derechos humanos + derecho humano)",4.63736843211596e-07,"spa_2019"
1884,"(derechos humanos + derecho humano)",4.3896997072222e-07,"spa_2019"
1885,"(derechos humanos + derecho humano)",4.39004921304331e-07,"spa_2019"
1886,"(derechos humanos + derecho humano)",4.53983062698171e-07,"spa_2019"
1887,"(derechos humanos + derecho humano)",4.11600943550638e-07,"spa_2019"
1888,"(derechos humanos + derecho humano)",4.77138376554974e-07,"spa_2019"
1889,"(derechos humanos + derecho humano)",4.87648612538091e-07,"spa_2019"
1890,"(derechos humanos + derecho humano)",4.45278177758317e-07,"spa_2019"
1891,"(derechos humanos + derecho humano)",4.51074502194615e-07,"spa_2019"
1892,"(derechos humanos + derecho humano)",4.84994206573219e-07,"spa_2019"
1893,"(derechos humanos + derecho humano)",5.14078017995904e-07,"spa_2019"
1894,"(derechos humanos + derecho humano)",5.2620066780053e-07,"spa_2019"
1895,"(derechos humanos + derecho humano)",4.4656825539034e-07,"spa_2019"
1896,"(derechos humanos + derecho humano)",4.66337166723666e-07,"spa_2019"
1897,"(derechos humanos + derecho humano)",5.19009711906295e-07,"spa_2019"
1898,"(derechos humanos + derecho humano)",5.16474835470555e-07,"spa_2019"
1899,"(derechos humanos + derecho humano)",5.14198398653727e-07,"spa_2019"
1900,"(derechos humanos + derecho humano)",4.84667542163411e-07,"spa_2019"
1901,"(derechos humanos + derecho humano)",4.96253822542972e-07,"spa_2019"
1902,"(derechos humanos + derecho humano)",5.06254405000358e-07,"spa_2019"
1903,"(derechos humanos + derecho humano)",4.74944795111501e-07,"spa_2019"
1904,"(derechos humanos + derecho humano)",3.98451008314688e-07,"spa_2019"
1905,"(derechos humanos + derecho humano)",3.88256161443223e-07,"spa_2019"
1906,"(derechos humanos + derecho humano)",3.56447812472587e-07,"spa_2019"
1907,"(derechos humanos + derecho humano)",3.60020748197647e-07,"spa_2019"
1908,"(derechos humanos + derecho humano)",3.54733365221754e-07,"spa_2019"
1909,"(derechos humanos + derecho humano)",3.79757910958948e-07,"spa_2019"
1910,"(derechos humanos + derecho humano)",3.94902476687418e-07,"spa_2019"
1911,"(derechos humanos + derecho humano)",3.96996971931328e-07,"spa_2019"
1912,"(derechos humanos + derecho humano)",4.02161056456407e-07,"spa_2019"
1913,"(derechos humanos + derecho humano)",4.10061958738035e-07,"spa_2019"
1914,"(derechos humanos + derecho humano)",4.63120803674753e-07,"spa_2019"
1915,"(derechos humanos + derecho humano)",4.89531469075441e-07,"spa_2019"
1916,"(derechos humanos + derecho humano)",4.89873309155493e-07,"spa_2019"
1917,"(derechos humanos + derecho humano)",4.98322640802533e-07,"spa_2019"
1918,"(derechos humanos + derecho humano)",5.04134293675764e-07,"spa_2019"
1919,"(derechos humanos + derecho humano)",5.19157812358831e-07,"spa_2019"
1920,"(derechos humanos + derecho humano)",5.27433144270617e-07,"spa_2019"
1921,"(derechos humanos + derecho humano)",4.6138980382336e-07,"spa_2019"
1922,"(derechos humanos + derecho humano)",4.40227640500065e-07,"spa_2019"
1923,"(derechos humanos + derecho humano)",4.12635400388288e-07,"spa_2019"
1924,"(derechos humanos + derecho humano)",4.14574735430051e-07,"spa_2019"
1925,"(derechos humanos + derecho humano)",4.2012129495918e-07,"spa_2019"
1926,"(derechos humanos + derecho humano)",4.06611648478312e-07,"spa_2019"
1927,"(derechos humanos + derecho humano)",3.8828122837588e-07,"spa_2019"
1928,"(derechos humanos + derecho humano)",4.30382296404527e-07,"spa_2019"
1929,"(derechos humanos + derecho humano)",4.34510013747058e-07,"spa_2019"
1930,"(derechos humanos + derecho humano)",4.50534317662589e-07,"spa_2019"
1931,"(derechos humanos + derecho humano)",4.51659512837718e-07,"spa_2019"
1932,"(derechos humanos + derecho humano)",4.88684985303475e-07,"spa_2019"
1933,"(derechos humanos + derecho humano)",5.05966377366869e-07,"spa_2019"
1934,"(derechos humanos + derecho humano)",5.37611812083989e-07,"spa_2019"
1935,"(derechos humanos + derecho humano)",5.25904671430258e-07,"spa_2019"
1936,"(derechos humanos + derecho humano)",5.84368229234704e-07,"spa_2019"
1937,"(derechos humanos + derecho humano)",5.96849306232018e-07,"spa_2019"
1938,"(derechos humanos + derecho humano)",6.26900602794324e-07,"spa_2019"
1939,"(derechos humanos + derecho humano)",6.28472650175484e-07,"spa_2019"
1940,"(derechos humanos + derecho humano)",6.76006146298797e-07,"spa_2019"
1941,"(derechos humanos + derecho humano)",7.45471094124436e-07,"spa_2019"
1942,"(derechos humanos + derecho humano)",9.25482952750047e-07,"spa_2019"
1943,"(derechos humanos + derecho humano)",1.04481855243778e-06,"spa_2019"
1944,"(derechos humanos + derecho humano)",1.16362890675451e-06,"spa_2019"
1945,"(derechos humanos + derecho humano)",1.30051001536101e-06,"spa_2019"
1946,"(derechos humanos + derecho humano)",1.45508772675385e-06,"spa_2019"
1947,"(derechos humanos + derecho humano)",1.61093834500597e-06,"spa_2019"
1948,"(derechos humanos + derecho humano)",1.77611354550728e-06,"spa_2019"
1949,"(derechos humanos + derecho humano)",1.77616753051422e-06,"spa_2019"
1950,"(derechos humanos + derecho humano)",1.88711776770236e-06,"spa_2019"
1951,"(derechos humanos + derecho humano)",2.23222519528982e-06,"spa_2019"
1952,"(derechos humanos + derecho humano)",2.32526693772732e-06,"spa_2019"
1953,"(derechos humanos + derecho humano)",2.38973593371026e-06,"spa_2019"
1954,"(derechos humanos + derecho humano)",2.44627366896566e-06,"spa_2019"
1955,"(derechos humanos + derecho humano)",2.61856694854552e-06,"spa_2019"
1956,"(derechos humanos + derecho humano)",2.88761102394476e-06,"spa_2019"
1957,"(derechos humanos + derecho humano)",3.26392387250962e-06,"spa_2019"
1958,"(derechos humanos + derecho humano)",3.29800749097688e-06,"spa_2019"
1959,"(derechos humanos + derecho humano)",3.54831799752122e-06,"spa_2019"
1960,"(derechos humanos + derecho humano)",3.81850494233861e-06,"spa_2019"
1961,"(derechos humanos + derecho humano)",3.92227864105215e-06,"spa_2019"
1962,"(derechos humanos + derecho humano)",3.93519903241213e-06,"spa_2019"
1963,"(derechos humanos + derecho humano)",3.89946464451896e-06,"spa_2019"
1964,"(derechos humanos + derecho humano)",3.5980742926053e-06,"spa_2019"
1965,"(derechos humanos + derecho humano)",3.71027780131174e-06,"spa_2019"
1966,"(derechos humanos + derecho humano)",3.78808910893115e-06,"spa_2019"
1967,"(derechos humanos + derecho humano)",3.92988960535539e-06,"spa_2019"
1968,"(derechos humanos + derecho humano)",4.14083822468975e-06,"spa_2019"
1969,"(derechos humanos + derecho humano)",4.19576219964516e-06,"spa_2019"
1970,"(derechos humanos + derecho humano)",4.39150685695365e-06,"spa_2019"
1971,"(derechos humanos + derecho humano)",4.84874884218048e-06,"spa_2019"
1972,"(derechos humanos + derecho humano)",5.11373879622365e-06,"spa_2019"
1973,"(derechos humanos + derecho humano)",5.66633792280819e-06,"spa_2019"
1974,"(derechos humanos + derecho humano)",6.95732178509648e-06,"spa_2019"
1975,"(derechos humanos + derecho humano)",8.51810197234824e-06,"spa_2019"
1976,"(derechos humanos + derecho humano)",1.04335465940559e-05,"spa_2019"
1977,"(derechos humanos + derecho humano)",1.22162808996304e-05,"spa_2019"
1978,"(derechos humanos + derecho humano)",1.32066105607009e-05,"spa_2019"
1979,"(derechos humanos + derecho humano)",1.44131255207672e-05,"spa_2019"
1980,"(derechos humanos + derecho humano)",1.57631579855076e-05,"spa_2019"
1981,"(derechos humanos + derecho humano)",1.69440999806219e-05,"spa_2019"
1982,"(derechos humanos + derecho humano)",1.76389635799166e-05,"spa_2019"
1983,"(derechos humanos + derecho humano)",1.89234712917953e-05,"spa_2019"
1984,"(derechos humanos + derecho humano)",2.0504366919535e-05,"spa_2019"
1985,"(derechos humanos + derecho humano)",2.2634753759933e-05,"spa_2019"
1986,"(derechos humanos + derecho humano)",2.51106170594539e-05,"spa_2019"
1987,"(derechos humanos + derecho humano)",2.74724424278767e-05,"spa_2019"
1988,"(derechos humanos + derecho humano)",2.98697168058685e-05,"spa_2019"
1989,"(derechos humanos + derecho humano)",3.13006740465685e-05,"spa_2019"
1990,"(derechos humanos + derecho humano)",3.33316449996346e-05,"spa_2019"
1991,"(derechos humanos + derecho humano)",3.5395204325336e-05,"spa_2019"
1992,"(derechos humanos + derecho humano)",3.7257780060632e-05,"spa_2019"
1993,"(derechos humanos + derecho humano)",3.80211647146617e-05,"spa_2019"
1994,"(derechos humanos + derecho humano)",3.81952271319668e-05,"spa_2019"
1995,"(derechos humanos + derecho humano)",3.86903815378251e-05,"spa_2019"
1996,"(derechos humanos + derecho humano)",4.04916734818731e-05,"spa_2019"
1997,"(derechos humanos + derecho humano)",4.04746868574486e-05,"spa_2019"
1998,"(derechos humanos + derecho humano)",4.0235591898506e-05,"spa_2019"
1999,"(derechos humanos + derecho humano)",4.08600018561499e-05,"spa_2019"
2000,"(derechos humanos + derecho humano)",4.24716803714935e-05,"spa_2019"
2001,"(derechos humanos + derecho humano)",4.41375895223116e-05,"spa_2019"
2002,"(derechos humanos + derecho humano)",4.4467048975808e-05,"spa_2019"
2003,"(derechos humanos + derecho humano)",4.47015875855478e-05,"spa_2019"
2004,"(derechos humanos + derecho humano)",4.46678079616244e-05,"spa_2019"
2005,"(derechos humanos + derecho humano)",4.50882105919196e-05,"spa_2019"
2006,"(derechos humanos + derecho humano)",4.38156456051989e-05,"spa_2019"
2007,"(derechos humanos + derecho humano)",4.12695675078924e-05,"spa_2019"
2008,"(derechos humanos + derecho humano)",3.75368191092613e-05,"spa_2019"
2009,"(derechos humanos + derecho humano)",3.36316643045263e-05,"spa_2019"
2010,"(derechos humanos + derecho humano)",2.98281421383503e-05,"spa_2019"
2011,"(derechos humanos + derecho humano)",2.67179113474672e-05,"spa_2019"
2012,"(derechos humanos + derecho humano)",2.31252671970391e-05,"spa_2019"
2013,"(derechos humanos + derecho humano)",2.07656259720222e-05,"spa_2019"
2014,"(derechos humanos + derecho humano)",1.89260428474621e-05,"spa_2019"
2015,"(derechos humanos + derecho humano)",1.86831745574117e-05,"spa_2019"
2016,"(derechos humanos + derecho humano)",1.91358343337405e-05,"spa_2019"
2017,"(derechos humanos + derecho humano)",1.93355554737688e-05,"spa_2019"
2018,"(derechos humanos + derecho humano)",1.95366548268794e-05,"spa_2019"
2019,"(derechos humanos + derecho humano)",1.9691791663945e-05,"spa_2019"
1800,"derechos",9.30428850551834e-05,"spa_2019"
1801,"derechos",8.90970943146385e-05,"spa_2019"
1802,"derechos",0.000143882766375706,"spa_2019"
1803,"derechos",0.000149140064812465,"spa_2019"
1804,"derechos",0.000159470547389771,"spa_2019"
1805,"derechos",0.000173471583236408,"spa_2019"
1806,"derechos",0.000188002385714624,"spa_2019"
1807,"derechos",0.000197602635515588,"spa_2019"
1808,"derechos",0.00023325411062355,"spa_2019"
1809,"derechos",0.0002124241083428,"spa_2019"
1810,"derechos",0.000229721466894262,"spa_2019"
1811,"derechos",0.000236106217406424,"spa_2019"
1812,"derechos",0.000223437197356751,"spa_2019"
1813,"derechos",0.000216484302654862,"spa_2019"
1814,"derechos",0.000222683557824764,"spa_2019"
1815,"derechos",0.000203269916320486,"spa_2019"
1816,"derechos",0.000183933169215119,"spa_2019"
1817,"derechos",0.000180320065867688,"spa_2019"
1818,"derechos",0.000189470886003359,"spa_2019"
1819,"derechos",0.000211607521383225,"spa_2019"
1820,"derechos",0.000228571117207009,"spa_2019"
1821,"derechos",0.000228661447181366,"spa_2019"
1822,"derechos",0.00023124335815997,"spa_2019"
1823,"derechos",0.000234480957650313,"spa_2019"
1824,"derechos",0.000221335374849982,"spa_2019"
1825,"derechos",0.000215240878917809,"spa_2019"
1826,"derechos",0.00020960319462964,"spa_2019"
1827,"derechos",0.000191769217573372,"spa_2019"
1828,"derechos",0.000187231903380182,"spa_2019"
1829,"derechos",0.000180400238605216,"spa_2019"
1830,"derechos",0.000187431154440024,"spa_2019"
1831,"derechos",0.00020017553677982,"spa_2019"
1832,"derechos",0.000199031063987474,"spa_2019"
1833,"derechos",0.000197689562420627,"spa_2019"
1834,"derechos",0.000202213933724644,"spa_2019"
1835,"derechos",0.000202552980876395,"spa_2019"
1836,"derechos",0.000208045726010044,"spa_2019"
1837,"derechos",0.000209904473324838,"spa_2019"
1838,"derechos",0.000204849404066668,"spa_2019"
1839,"derechos",0.000199839387538045,"spa_2019"
1840,"derechos",0.000203990747520168,"spa_2019"
1841,"derechos",0.000200395736361056,"spa_2019"
1842,"derechos",0.00020147131207133,"spa_2019"
1843,"derechos",0.000195110089927247,"spa_2019"
1844,"derechos",0.00018938236462418,"spa_2019"
1845,"derechos",0.000181912201307049,"spa_2019"
1846,"derechos",0.000186218869722714,"spa_2019"
1847,"derechos",0.000190667408917631,"spa_2019"
1848,"derechos",0.000192161119360078,"spa_2019"
1849,"derechos",0.000192805187128085,"spa_2019"
1850,"derechos",0.000193994124336833,"spa_2019"
1851,"derechos",0.000189555399369315,"spa_2019"
1852,"derechos",0.000186878464384271,"spa_2019"
1853,"derechos",0.000186261614934275,"spa_2019"
1854,"derechos",0.000173627554821516,"spa_2019"
1855,"derechos",0.000176378754466506,"spa_2019"
1856,"derechos",0.000177744655437501,"spa_2019"
1857,"derechos",0.00018505501585813,"spa_2019"
1858,"derechos",0.00019477544784812,"spa_2019"
1859,"derechos",0.000202014065247827,"spa_2019"
1860,"derechos",0.000199021014850587,"spa_2019"
1861,"derechos",0.000201524017029442,"spa_2019"
1862,"derechos",0.000204344612679311,"spa_2019"
1863,"derechos",0.000207868180171187,"spa_2019"
1864,"derechos",0.00021204113519551,"spa_2019"
1865,"derechos",0.000224286091646978,"spa_2019"
1866,"derechos",0.000233156009926461,"spa_2019"
1867,"derechos",0.00025893522251863,"spa_2019"
1868,"derechos",0.000276577430278329,"spa_2019"
1869,"derechos",0.000285169779090211,"spa_2019"
1870,"derechos",0.000300542892156435,"spa_2019"
1871,"derechos",0.000304666218913293,"spa_2019"
1872,"derechos",0.000298054348344782,"spa_2019"
1873,"derechos",0.000292437198887845,"spa_2019"
1874,"derechos",0.000279674944717304,"spa_2019"
1875,"derechos",0.000270495255660665,"spa_2019"
1876,"derechos",0.000272150918525378,"spa_2019"
1877,"derechos",0.000266963584830851,"spa_2019"
1878,"derechos",0.000265395828007188,"spa_2019"
1879,"derechos",0.000270048012940346,"spa_2019"
1880,"derechos",0.000274970196187496,"spa_2019"
1881,"derechos",0.000277875839466495,"spa_2019"
1882,"derechos",0.000283374854396763,"spa_2019"
1883,"derechos",0.000280327708294083,"spa_2019"
1884,"derechos",0.000278563804126212,"spa_2019"
1885,"derechos",0.000278956057237727,"spa_2019"
1886,"derechos",0.000279501292555194,"spa_2019"
1887,"derechos",0.000282164280568915,"spa_2019"
1888,"derechos",0.000285249519427972,"spa_2019"
1889,"derechos",0.000285460513883403,"spa_2019"
1890,"derechos",0.000289685005554929,"spa_2019"
1891,"derechos",0.000292853439792192,"spa_2019"
1892,"derechos",0.000297180048489411,"spa_2019"
1893,"derechos",0.000300010420947469,"spa_2019"
1894,"derechos",0.000297220660805968,"spa_2019"
1895,"derechos",0.000295723505717303,"spa_2019"
1896,"derechos",0.000294129434873217,"spa_2019"
1897,"derechos",0.000289252011238464,"spa_2019"
1898,"derechos",0.000286964716256729,"spa_2019"
1899,"derechos",0.000288797338725999,"spa_2019"
1900,"derechos",0.00028563934444849,"spa_2019"
1901,"derechos",0.000287052140005731,"spa_2019"
1902,"derechos",0.000283281268951084,"spa_2019"
1903,"derechos",0.000281279578173001,"spa_2019"
1904,"derechos",0.000277039952509637,"spa_2019"
1905,"derechos",0.000270470939410318,"spa_2019"
1906,"derechos",0.000258730782661587,"spa_2019"
1907,"derechos",0.00025147437450609,"spa_2019"
1908,"derechos",0.000243912486309585,"spa_2019"
1909,"derechos",0.000241269488469698,"spa_2019"
1910,"derechos",0.000237191035661713,"spa_2019"
1911,"derechos",0.00023604003737481,"spa_2019"
1912,"derechos",0.000234670689678751,"spa_2019"
1913,"derechos",0.000232847806598459,"spa_2019"
1914,"derechos",0.000228240177550885,"spa_2019"
1915,"derechos",0.000228196968756882,"spa_2019"
1916,"derechos",0.000222345275687985,"spa_2019"
1917,"derechos",0.000216508167795837,"spa_2019"
1918,"derechos",0.000211462320294231,"spa_2019"
1919,"derechos",0.00020707626494446,"spa_2019"
1920,"derechos",0.000205976672337524,"spa_2019"
1921,"derechos",0.000204388222690406,"spa_2019"
1922,"derechos",0.000198625165337164,"spa_2019"
1923,"derechos",0.000198920899752661,"spa_2019"
1924,"derechos",0.000202631644372429,"spa_2019"
1925,"derechos",0.000202833003381134,"spa_2019"
1926,"derechos",0.000203583878049228,"spa_2019"
1927,"derechos",0.000204234323713795,"spa_2019"
1928,"derechos",0.000208307841343672,"spa_2019"
1929,"derechos",0.00021128255424888,"spa_2019"
1930,"derechos",0.000214031571106586,"spa_2019"
1931,"derechos",0.000213975664727124,"spa_2019"
1932,"derechos",0.000214689984984164,"spa_2019"
1933,"derechos",0.000213829451240599,"spa_2019"
1934,"derechos",0.000215576365008019,"spa_2019"
1935,"derechos",0.000212038181156718,"spa_2019"
1936,"derechos",0.000213818589275304,"spa_2019"
1937,"derechos",0.000209749127472086,"spa_2019"
1938,"derechos",0.000208065913674156,"spa_2019"
1939,"derechos",0.000205628640417542,"spa_2019"
1940,"derechos",0.000202420564684352,"spa_2019"
1941,"derechos",0.000197375546641914,"spa_2019"
1942,"derechos",0.000192649057550755,"spa_2019"
1943,"derechos",0.000186568945147363,"spa_2019"
1944,"derechos",0.000182517373884496,"spa_2019"
1945,"derechos",0.000179309986249012,"spa_2019"
1946,"derechos",0.000177729039153616,"spa_2019"
1947,"derechos",0.000175765480629967,"spa_2019"
1948,"derechos",0.000173792841711215,"spa_2019"
1949,"derechos",0.000177001640882476,"spa_2019"
1950,"derechos",0.000177774807005855,"spa_2019"
1951,"derechos",0.000184863169644294,"spa_2019"
1952,"derechos",0.000187859433935955,"spa_2019"
1953,"derechos",0.000184290412497441,"spa_2019"
1954,"derechos",0.000183036557116014,"spa_2019"
1955,"derechos",0.00018215538667781,"spa_2019"
1956,"derechos",0.000177924103419563,"spa_2019"
1957,"derechos",0.000176117348019034,"spa_2019"
1958,"derechos",0.000168102481568764,"spa_2019"
1959,"derechos",0.000162488032531525,"spa_2019"
1960,"derechos",0.000164374361962213,"spa_2019"
1961,"derechos",0.00016397906957926,"spa_2019"
1962,"derechos",0.000163949880516157,"spa_2019"
1963,"derechos",0.000162441152497195,"spa_2019"
1964,"derechos",0.000160067905588741,"spa_2019"
1965,"derechos",0.000158189814620917,"spa_2019"
1966,"derechos",0.000158225707959251,"spa_2019"
1967,"derechos",0.000157783606222698,"spa_2019"
1968,"derechos",0.000156841450786617,"spa_2019"
1969,"derechos",0.00015682280146783,"spa_2019"
1970,"derechos",0.000159426673365358,"spa_2019"
1971,"derechos",0.000163172826952567,"spa_2019"
1972,"derechos",0.000166915450660911,"spa_2019"
1973,"derechos",0.00016725473272215,"spa_2019"
1974,"derechos",0.000169647485433546,"spa_2019"
1975,"derechos",0.000173666246285263,"spa_2019"
1976,"derechos",0.000177258941611009,"spa_2019"
1977,"derechos",0.000180144927331379,"spa_2019"
1978,"derechos",0.000179172666061537,"spa_2019"
1979,"derechos",0.000180325061332301,"spa_2019"
1980,"derechos",0.000184102929779328,"spa_2019"
1981,"derechos",0.000188109951393147,"spa_2019"
1982,"derechos",0.000191073141260339,"spa_2019"
1983,"derechos",0.00019283320372259,"spa_2019"
1984,"derechos",0.000193054482224397,"spa_2019"
1985,"derechos",0.000196712415864957,"spa_2019"
1986,"derechos",0.000198504525802231,"spa_2019"
1987,"derechos",0.00019996462547819,"spa_2019"
1988,"derechos",0.000199653100155826,"spa_2019"
1989,"derechos",0.000198415056469717,"spa_2019"
1990,"derechos",0.000201285209706319,"spa_2019"
1991,"derechos",0.000204955082153901,"spa_2019"
1992,"derechos",0.000206531096150034,"spa_2019"
1993,"derechos",0.000207295420945489,"spa_2019"
1994,"derechos",0.0002080375208087,"spa_2019"
1995,"derechos",0.000211282739266088,"spa_2019"
1996,"derechos",0.000215120765330669,"spa_2019"
1997,"derechos",0.00021535183935027,"spa_2019"
1998,"derechos",0.000216025304065884,"spa_2019"
1999,"derechos",0.000218443969580611,"spa_2019"
2000,"derechos",0.000222745187264601,"spa_2019"
2001,"derechos",0.000226059319434821,"spa_2019"
2002,"derechos",0.000228105108752581,"spa_2019"
2003,"derechos",0.000231785159225443,"spa_2019"
2004,"derechos",0.000233886198007635,"spa_2019"
2005,"derechos",0.000236303564244216,"spa_2019"
2006,"derechos",0.000236978126590007,"spa_2019"
2007,"derechos",0.000231204716588504,"spa_2019"
2008,"derechos",0.000218754821357184,"spa_2019"
2009,"derechos",0.000202080606998477,"spa_2019"
2010,"derechos",0.00018631832374792,"spa_2019"
2011,"derechos",0.000173493128386326,"spa_2019"
2012,"derechos",0.00015902285356008,"spa_2019"
2013,"derechos",0.000146243145406645,"spa_2019"
2014,"derechos",0.00013955267786514,"spa_2019"
2015,"derechos",0.000141212184514318,"spa_2019"
2016,"derechos",0.000146056858024427,"spa_2019"
2017,"derechos",0.000148318426605935,"spa_2019"
2018,"derechos",0.00014873580657877,"spa_2019"
2019,"derechos",0.000151739819557406,"spa_2019"
1800,"(libertad + libertades)",0.000129839403086862,"spa_2019"
1801,"(libertad + libertades)",0.000136234966839766,"spa_2019"
1802,"(libertad + libertades)",0.00013614281408536,"spa_2019"
1803,"(libertad + libertades)",0.000137089556022017,"spa_2019"
1804,"(libertad + libertades)",0.000138066288757597,"spa_2019"
1805,"(libertad + libertades)",0.000147434110723615,"spa_2019"
1806,"(libertad + libertades)",0.000160030415892314,"spa_2019"
1807,"(libertad + libertades)",0.000185904105689718,"spa_2019"
1808,"(libertad + libertades)",0.000227610737835805,"spa_2019"
1809,"(libertad + libertades)",0.000269526294947095,"spa_2019"
1810,"(libertad + libertades)",0.000315348509047908,"spa_2019"
1811,"(libertad + libertades)",0.000338397953588096,"spa_2019"
1812,"(libertad + libertades)",0.000333231649359992,"spa_2019"
1813,"(libertad + libertades)",0.00032718904533015,"spa_2019"
1814,"(libertad + libertades)",0.000312809480094854,"spa_2019"
1815,"(libertad + libertades)",0.000282532902994197,"spa_2019"
1816,"(libertad + libertades)",0.000252758059689638,"spa_2019"
1817,"(libertad + libertades)",0.000244588780788035,"spa_2019"
1818,"(libertad + libertades)",0.000258195612721985,"spa_2019"
1819,"(libertad + libertades)",0.000288213699734894,"spa_2019"
1820,"(libertad + libertades)",0.000317394892168262,"spa_2019"
1821,"(libertad + libertades)",0.000329764866234785,"spa_2019"
1822,"(libertad + libertades)",0.000322508552276953,"spa_2019"
1823,"(libertad + libertades)",0.000322948082742057,"spa_2019"
1824,"(libertad + libertades)",0.000293086685035502,"spa_2019"
1825,"(libertad + libertades)",0.000264658121003387,"spa_2019"
1826,"(libertad + libertades)",0.000237430003055904,"spa_2019"
1827,"(libertad + libertades)",0.000213736366146934,"spa_2019"
1828,"(libertad + libertades)",0.000195885241542523,"spa_2019"
1829,"(libertad + libertades)",0.000194303302253372,"spa_2019"
1830,"(libertad + libertades)",0.000190571598068345,"spa_2019"
1831,"(libertad + libertades)",0.000207678763867339,"spa_2019"
1832,"(libertad + libertades)",0.000217938836742958,"spa_2019"
1833,"(libertad + libertades)",0.000226112053496763,"spa_2019"
1834,"(libertad + libertades)",0.00022726225727508,"spa_2019"
1835,"(libertad + libertades)",0.000235872514102604,"spa_2019"
1836,"(libertad + libertades)",0.000253382729299899,"spa_2019"
1837,"(libertad + libertades)",0.000263772759223814,"spa_2019"
1838,"(libertad + libertades)",0.000255326394575864,"spa_2019"
1839,"(libertad + libertades)",0.000251349323921854,"spa_2019"
